,ngram,comment,label
26,uslim,@GartrellLinda @justicetime Not too late to yank that M<ng>uslim</ng>s annual paycheck! #lockhimup #traitor #treason #benghazi,hateful
27,uslim,"@Breaking911 NOT a terrorist attack ONLY M<ng>uslim</ng>S CAN BE TERRORISTS, FORGET RW &amp; JEWISH TERRORISTS, they are part of… https://t.co/ATDAgX9rBv",hateful
28,uslim,"M<ng>uslim</ng> Rapes Boy at Center, Says It's ""Culturally Acceptable"" in His Home Country https://t.co/xYFu90GuYS",hateful
29,uslim,"Vehicular jihad M<ng>uslim</ng> Mows Down, Murders Jewish Soldier, a ‘Sweet Kid’ Who ‘Couldn’t Hurt a Fly’… https://t.co/gfW7iGxwHG",hateful
30,racis,"<ng>racis</ng>m&#128564; isnt real&#128581;&#127995;‍♂️ anymore, you stupid niggers&#128514;&#128514;&#128514;",hateful
31,racis,RT @whotfislarry: you know you fucking up if George Bush calling you <ng>racis</ng>t https://t.co/5zttM8ni3a,hateful
32,racis,"Libtards in FULL panick mode! @HardballChris, @DavidCornDC Meltdown, Claim Susan Rice Controversy Is <ng>racis</ng>t, Sexist https://t.co/1OuVt30l8m",hateful
33,racis,@jww372 @redsteeze too bad he's a xenophobic idiot with the reading level of a 3rd grader with <ng>racis</ng>t parents,hateful
34,racis,"#Indians_God almost black Vishnu , Krishna, Ram ,Kali Mata &amp;many other r black in color. Indians r not <ng>racis</ng>ts. Don't give us to be homily",hateful
35,racis,"@WalshFreedom @MrHoratioSanz @angela_rye @JoeWalsh yep, intolerant of <ng>racis</ng>ts, bigots, and misogynists.",hateful
36,racis,"@ShashiTharoor @saliltripathi Just because some Indians are <ng>racis</ng>t, you think I should stop complaining about <ng>racis</ng>… https://t.co/07snzdwSYh",hateful
37,racis,The <ng>racis</ng>m in Vancouver is palpable - I work mainly with children so most of my day is usually dealt with adora... https://t.co/tX1dRKFU3P,hateful
38,racis,"Me: I don't think making white Skittle for Pride was the best corporate decision. Trolls: WTF YOU'RE SO <ng>racis</ng>T! WHITE POWER, YOU CUCK! 卐卐卐",hateful
39,racis,RT @DodgyDagger: @JagexAsh now i know what i said is bad and probs deserves a ban by itself i hold my hand up but this <ng>racis</ng>t cunt prevoced…,hateful
