,ngram,comment,label
16,ate t,"Completely honest review. We need such honest people in today's generation who
can show us how these industries are brainwashing the youth. Twisting the
emotions and feelings just to propag<ng>ate t</ng>heir sick agendas, and make more
money. Humanity is at stake. We need people like you to keep the youth on
track. Well done sir.",CAG
17,ate t,"Is anyone out there in the Bollywood daring to make a path breaking
psychological or sci fi thriller without imposing any propoganda or portraying
all men as stupid lovers like they have nothing to achieve more than their
soulm<ng>ate t</ng>hat too without imitating a Hollywood movie?",CAG
18,ate t,I h<ng>ate t</ng>oo this movie,CAG
19,ate t,I just really really h<ng>ate t</ng>HIS GUY,CAG
20,ate t,"I congratul<ng>ate t</ng>he brave husband for taking such a brave act. I am also the
victim of 498a. I cant take this step for the sake of my son who is under her
unlawful custody. Since one and half year I am suffering from this agony. I
will fight till the end but not compromise.",CAG
21,ate t,"Dislikes are coming, DISLIKES ARE COMING! I'm enjoying this h<ng>ate t</ng>owards this
film, that hate is what keeps us driving on to make more such videos and enjoy
on these femnists and libatrds anger and irritation.",CAG
22,t oth,"Even when kabir singh was unaware that Preeti is having his son he was ready
to accep<ng>t oth</ng>er's baby and was ready to give his name though that was his baby
but still he was ready to accept preeti even after thinking she has sex with
other guy and feminists would not see this.",CAG
23,t oth,"@Kya Bolta Hai thanks bro. But I don't want to watch a movie which glorifies
alcohol abuse and toxic masculinity. The trailer itself creates anger in my
mind. Better to skip it. Don't have anything agains<ng>t oth</ng>ers who watch it.",CAG
24,t oth,"To be honest. Your thinking is your own opinion.. it does not mean it is
fact/reality. though i respect your opinion i think u shuld also learn to
respec<ng>t oth</ng>er opinions as well.",CAG
25,t oth,"Most non sense review . Wrong conception from movie and you.  
Really surprising coz I liked i<ng>t oth</ng>er review videos",CAG
26,t oth,"How dumb neha gupta is !who is saying u can't arrest but only in genuine cases
no<ng>t oth</ng>erwise",CAG
27,t oth,Respec<ng>t oth</ng>ers..,CAG
28,t ot,"Even when kabir singh was unaware that Preeti is having his son he was ready
to accep<ng>t ot</ng>her's baby and was ready to give his name though that was his baby
but still he was ready to accept preeti even after thinking she has sex with
other guy and feminists would not see this.",CAG
29,t ot,"@Kya Bolta Hai thanks bro. But I don't want to watch a movie which glorifies
alcohol abuse and toxic masculinity. The trailer itself creates anger in my
mind. Better to skip it. Don't have anything agains<ng>t ot</ng>hers who watch it.",CAG
30,t ot,"To be honest. Your thinking is your own opinion.. it does not mean it is
fact/reality. though i respect your opinion i think u shuld also learn to
respec<ng>t ot</ng>her opinions as well.",CAG
31,t ot,"Most non sense review . Wrong conception from movie and you.  
Really surprising coz I liked i<ng>t ot</ng>her review videos",CAG
32,t ot,"How dumb neha gupta is !who is saying u can't arrest but only in genuine cases
no<ng>t ot</ng>herwise",CAG
33,t ot,Respec<ng>t ot</ng>hers..,CAG
34,eract,Ov<ng>eract</ng>ing,CAG
35,eract,"Really... You tried to analyze the cinematography of the movie Joker and so
much sympathy on the character... if someone like a depressed person got
inspired by this movie and kills a person then what?.... Stop this ov<ng>eract</ng>ion
and try to watch Kabir Singh from technical point of view like what u did for
Joker.. don't give lectures on how the character should behave in the movie..
like Kabir took drugs and left Preeti so he is not responsible.. shut the F..
up . Sandeep Vanga is going to direct a crime movie.. prepare some points on
how the characters should behave in that upcoming movie and send it to
Sandeep... stupid...",CAG
36,eract,"@S Srikant Patnaik having a sick mentality and having the grasp of reality are
two different things my friend. In a society where patriarchal values r deep
rooted & most of the young males r brought up with a sense of superiority,
their ideas about the female psyche r already warped, plus most guys don't
have first hand experience at int<ng>eract</ng>ing with girls. Where do they learn from
then? Movies r one of these sources. Tell me, if u were the girl on the
receiving end of unwanted & obsessive love, would u accept it just because the
guy is crazy about u? I'm not saying Kabir singh is a bad movie, I'm saying
that not everyone would take the right message from it.",CAG
37,erac,Ov<ng>erac</ng>ting,CAG
38,erac,"Really... You tried to analyze the cinematography of the movie Joker and so
much sympathy on the character... if someone like a depressed person got
inspired by this movie and kills a person then what?.... Stop this ov<ng>erac</ng>tion
and try to watch Kabir Singh from technical point of view like what u did for
Joker.. don't give lectures on how the character should behave in the movie..
like Kabir took drugs and left Preeti so he is not responsible.. shut the F..
up . Sandeep Vanga is going to direct a crime movie.. prepare some points on
how the characters should behave in that upcoming movie and send it to
Sandeep... stupid...",CAG
39,erac,"@S Srikant Patnaik having a sick mentality and having the grasp of reality are
two different things my friend. In a society where patriarchal values r deep
rooted & most of the young males r brought up with a sense of superiority,
their ideas about the female psyche r already warped, plus most guys don't
have first hand experience at int<ng>erac</ng>ting with girls. Where do they learn from
then? Movies r one of these sources. Tell me, if u were the girl on the
receiving end of unwanted & obsessive love, would u accept it just because the
guy is crazy about u? I'm not saying Kabir singh is a bad movie, I'm saying
that not everyone would take the right message from it.",CAG
40,ng ?,Who are these people who dislike even before watchi<ng>ng ?</ng>,CAG
41,ng ?,"Liberal has rights, others have wro<ng>ng ?</ng>??????😢",CAG
42,ng ?,What nonsense Neha & Flobia are talki<ng>ng ?</ng>,CAG
43,g ?,Who are these people who dislike even before watchin<ng>g ?</ng>,CAG
44,g ?,"Liberal has rights, others have wron<ng>g ?</ng>??????😢",CAG
45,g ?,What nonsense Neha & Flobia are talkin<ng>g ?</ng>,CAG
46,de an,All hutiyas one si<ng>de an</ng>d swetabh one side.,CAG
47,de an,Attitu<ng>de an</ng>d attitude,CAG
48,de an,"I totally agree with you. You nailed it. Kabir Singh should not be celebrated.
It gives wrong message to the people. Finally watch someone criticised this
film with a swag and you raised very valid points. Supporters of this film
will have no place to hi<ng>de an</ng>d no counter arguments left.",CAG
49,de an,"@Rishita Pandey and yes don't need your certificate of feminism. my family and
all close ones are most happy with attitu<ng>de an</ng>d behaviour so f#'£k off.",CAG
50,de an,"I totally agree on all the points highlighted by u sir, but i would like to
add a point. According to me the movie exhibits why one shouldn't be like
kabir. It unveils how a person looses everything he loves just bcoz of his
attitu<ng>de an</ng>d reverts only after slight improvement in hid attitude",CAG
