,ngram,comment,label
11,femi,Watch Section 375. It's a masterpiece exposing <ng>femi</ng>nism.,NAG
12,femi,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about <ng>femi</ng>nism or misogynist, the movie as such didnt
make much sense.",NAG
13,femi,A very good answer to all the pseudo liberals Nd pseudo <ng>femi</ng>nists 👏🏻👏🏻,NAG
14,femi,"<ng>femi</ng>nism is socioeconomic equality... No one should rape anyone. How bizzare
is that. <ng>femi</ng>nism is about having equal opportunity and responsibility",NAG
15,femi,"Modern <ng>femi</ng>nism is a cancer to the society.  
Prove me wrong...",NAG
16,femi,"Lol u don't know what's <ng>femi</ng>nism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
<ng>femi</ng>nism",NAG
17,femi,"I'm a <ng>femi</ng>nist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
18,femi,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some <ng>femi</ng>nists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
19,femi,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai <ng>femi</ng>nist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG
20,fem,It's good video but not good to murder of <ng>fem</ng>ale,NAG
21,fem,"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
<ng>fem</ng>ALE YOU CAN EVEN FUCK A DOG",NAG
22,fem,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no <ng>fem</ng>inists protesting for that ?",NAG
23,fem,Watch Section 375. It's a masterpiece exposing <ng>fem</ng>inism.,NAG
24,fem,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about <ng>fem</ng>inism or misogynist, the movie as such didnt
make much sense.",NAG
25,fem,A very good answer to all the pseudo liberals Nd pseudo <ng>fem</ng>inists 👏🏻👏🏻,NAG
26,fem,"<ng>fem</ng>inism is socioeconomic equality... No one should rape anyone. How bizzare
is that. <ng>fem</ng>inism is about having equal opportunity and responsibility",NAG
27,fem,"Modern <ng>fem</ng>inism is a cancer to the society.  
Prove me wrong...",NAG
28,fem,"Lol u don't know what's <ng>fem</ng>inism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
<ng>fem</ng>inism",NAG
29,fem,"Simple the film is showing that they are also women who like flawed abusive
men. Have we not seen these women even in our own families? Father is abusive
but Mother keeps quiet and lives by him regardless because she loves him.
Actually the love of the women here is far more than the men. In this film the
<ng>fem</ng>ale character she see Gabir beyond his flaw that’s what the film is about.
That’s why we need to see love beyond flaws. so Gabir Singh with with all his
flawed character there was a women who still liked him. That’s why some people
liked it.  
  
There were already many films like this already made in Tamil films over the
last decade the idea was to appeal the audience with a male dominated
character to show how an angry person who lives a gal madly and has changed
over the time. The only film that showed this very sensibly was acted by Surya
in the film Mohabbat Ke Dushman another film was acted by Vikram in Tamil film
called Sethu which was redone in Hindi by Salman Khan in Tere Naam. Gabir
Singh is actually a rip off from these Two characters nothing more also the
<ng>fem</ng>ale characters was also rip off from the <ng>fem</ng>ale characters from these two
films who were timid characters. So here you go the director got the idea of
writing Arjun Reddy from these two films.",NAG
30,minis,"I literally cannot imagine a scenario where I'd be watching content from this
channel, leave alone penning down a comment. I personally abhor this
propaganda infused right-wing program and have reported it multiple times.
It's in the best interest of the nation if it ceases to exist from the digital
platforms and is confined to television only. Nevertheless, needed to get
certain thoughts off of my chest so here goes:  
1\. Stop broadcasting these staged debates that resemble poorly produced
b-grade flicks at best. The background score during the intro, the
participants who are more like the bickering neighborhood aunties than
dignified panelists, etc. stink of sub-standard nonsense. Stop fooling the
public.  
2\. Instead of all this nonsense, why the hell can't you show how the PM and
Home <ng>minis</ng>ter have successfully confused the nation and are literally behaving
like clueless self-contradicting juveniles?  
3\. With a few days left for 2020, our nation is yet to overcome the confines
of religion. I had high hopes for my country and had started believing that we
would achieve great heights in the field of Science and Technology that would
put us in the big leagues, but no, we are all weighed down by this archaic
concept (read religion) and have ensured that progress is a goal that is quite
far from our reaches.  
A note to Republic TV:  
Instead of showing all this nonsense about anti-nationals, lutyens and what
not please focus on key items that are deterring our nation (unemployment,
poor economy,etc.). The mass does not care about the sub-standard reporting
you do on these ridiculous theories. They want some concrete information that
the news channels alone can provide.",NAG
31,minis,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no fe<ng>minis</ng>ts protesting for that ?",NAG
32,minis,Watch Section 375. It's a masterpiece exposing fe<ng>minis</ng>m.,NAG
33,minis,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about fe<ng>minis</ng>m or misogynist, the movie as such didnt
make much sense.",NAG
34,minis,A very good answer to all the pseudo liberals Nd pseudo fe<ng>minis</ng>ts 👏🏻👏🏻,NAG
35,minis,"Fe<ng>minis</ng>m is socioeconomic equality... No one should rape anyone. How bizzare
is that. Fe<ng>minis</ng>m is about having equal opportunity and responsibility",NAG
36,minis,"Modern Fe<ng>minis</ng>m is a cancer to the society.  
Prove me wrong...",NAG
37,minis,"Lol u don't know what's fe<ng>minis</ng>m either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
fe<ng>minis</ng>m",NAG
38,minis,"I'm a fe<ng>minis</ng>t but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
39,minis,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some fe<ng>minis</ng>ts and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
40,emin,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no f<ng>emin</ng>ists protesting for that ?",NAG
41,emin,Watch Section 375. It's a masterpiece exposing f<ng>emin</ng>ism.,NAG
42,emin,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about f<ng>emin</ng>ism or misogynist, the movie as such didnt
make much sense.",NAG
43,emin,A very good answer to all the pseudo liberals Nd pseudo f<ng>emin</ng>ists 👏🏻👏🏻,NAG
44,emin,"F<ng>emin</ng>ism is socioeconomic equality... No one should rape anyone. How bizzare
is that. F<ng>emin</ng>ism is about having equal opportunity and responsibility",NAG
45,emin,"Modern F<ng>emin</ng>ism is a cancer to the society.  
Prove me wrong...",NAG
46,emin,"Lol u don't know what's f<ng>emin</ng>ism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
f<ng>emin</ng>ism",NAG
47,emin,"I'm a f<ng>emin</ng>ist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
48,emin,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some f<ng>emin</ng>ists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
49,emin,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai f<ng>emin</ng>ist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG
50,femin,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no <ng>femin</ng>ists protesting for that ?",NAG
51,femin,Watch Section 375. It's a masterpiece exposing <ng>femin</ng>ism.,NAG
52,femin,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about <ng>femin</ng>ism or misogynist, the movie as such didnt
make much sense.",NAG
53,femin,A very good answer to all the pseudo liberals Nd pseudo <ng>femin</ng>ists 👏🏻👏🏻,NAG
54,femin,"<ng>femin</ng>ism is socioeconomic equality... No one should rape anyone. How bizzare
is that. <ng>femin</ng>ism is about having equal opportunity and responsibility",NAG
55,femin,"Modern <ng>femin</ng>ism is a cancer to the society.  
Prove me wrong...",NAG
56,femin,"Lol u don't know what's <ng>femin</ng>ism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
<ng>femin</ng>ism",NAG
57,femin,"I'm a <ng>femin</ng>ist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
58,femin,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some <ng>femin</ng>ists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
59,femin,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai <ng>femin</ng>ist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG
60,emi,"The whole Bollywood pr<ng>emi</ng>se is showing a life people dream about and not
realism. It's a form of escapism from reality.",NAG
61,emi,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no f<ng>emi</ng>nists protesting for that ?",NAG
62,emi,Watch Section 375. It's a masterpiece exposing f<ng>emi</ng>nism.,NAG
63,emi,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about f<ng>emi</ng>nism or misogynist, the movie as such didnt
make much sense.",NAG
64,emi,A very good answer to all the pseudo liberals Nd pseudo f<ng>emi</ng>nists 👏🏻👏🏻,NAG
65,emi,"F<ng>emi</ng>nism is socioeconomic equality... No one should rape anyone. How bizzare
is that. F<ng>emi</ng>nism is about having equal opportunity and responsibility",NAG
66,emi,"Modern F<ng>emi</ng>nism is a cancer to the society.  
Prove me wrong...",NAG
67,emi,"Lol u don't know what's f<ng>emi</ng>nism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
f<ng>emi</ng>nism",NAG
68,emi,"I'm a f<ng>emi</ng>nist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
69,emi,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some f<ng>emi</ng>nists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
70,mini,"I literally cannot imagine a scenario where I'd be watching content from this
channel, leave alone penning down a comment. I personally abhor this
propaganda infused right-wing program and have reported it multiple times.
It's in the best interest of the nation if it ceases to exist from the digital
platforms and is confined to television only. Nevertheless, needed to get
certain thoughts off of my chest so here goes:  
1\. Stop broadcasting these staged debates that resemble poorly produced
b-grade flicks at best. The background score during the intro, the
participants who are more like the bickering neighborhood aunties than
dignified panelists, etc. stink of sub-standard nonsense. Stop fooling the
public.  
2\. Instead of all this nonsense, why the hell can't you show how the PM and
Home <ng>mini</ng>ster have successfully confused the nation and are literally behaving
like clueless self-contradicting juveniles?  
3\. With a few days left for 2020, our nation is yet to overcome the confines
of religion. I had high hopes for my country and had started believing that we
would achieve great heights in the field of Science and Technology that would
put us in the big leagues, but no, we are all weighed down by this archaic
concept (read religion) and have ensured that progress is a goal that is quite
far from our reaches.  
A note to Republic TV:  
Instead of showing all this nonsense about anti-nationals, lutyens and what
not please focus on key items that are deterring our nation (unemployment,
poor economy,etc.). The mass does not care about the sub-standard reporting
you do on these ridiculous theories. They want some concrete information that
the news channels alone can provide.",NAG
71,mini,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no fe<ng>mini</ng>sts protesting for that ?",NAG
72,mini,Watch Section 375. It's a masterpiece exposing fe<ng>mini</ng>sm.,NAG
73,mini,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about fe<ng>mini</ng>sm or misogynist, the movie as such didnt
make much sense.",NAG
74,mini,A very good answer to all the pseudo liberals Nd pseudo fe<ng>mini</ng>sts 👏🏻👏🏻,NAG
75,mini,"Fe<ng>mini</ng>sm is socioeconomic equality... No one should rape anyone. How bizzare
is that. Fe<ng>mini</ng>sm is about having equal opportunity and responsibility",NAG
76,mini,"Modern Fe<ng>mini</ng>sm is a cancer to the society.  
Prove me wrong...",NAG
77,mini,Congress always has been cr<ng>mini</ng>al mindset,NAG
78,mini,"Lol u don't know what's fe<ng>mini</ng>sm either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
fe<ng>mini</ng>sm",NAG
79,mini,"I'm a fe<ng>mini</ng>st but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
80,emini,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no f<ng>emini</ng>sts protesting for that ?",NAG
81,emini,Watch Section 375. It's a masterpiece exposing f<ng>emini</ng>sm.,NAG
82,emini,"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about f<ng>emini</ng>sm or misogynist, the movie as such didnt
make much sense.",NAG
83,emini,A very good answer to all the pseudo liberals Nd pseudo f<ng>emini</ng>sts 👏🏻👏🏻,NAG
84,emini,"F<ng>emini</ng>sm is socioeconomic equality... No one should rape anyone. How bizzare
is that. F<ng>emini</ng>sm is about having equal opportunity and responsibility",NAG
85,emini,"Modern F<ng>emini</ng>sm is a cancer to the society.  
Prove me wrong...",NAG
86,emini,"Lol u don't know what's f<ng>emini</ng>sm either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
f<ng>emini</ng>sm",NAG
87,emini,"I'm a f<ng>emini</ng>st but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
88,emini,"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some f<ng>emini</ng>sts and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality.",NAG
89,emini,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai f<ng>emini</ng>st type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated.",NAG
90,fuc,"What the <ng>fuc</ng>k was this? I respect shwetabh and i have been watching his videos
for quite a long time but this review was shit. Nobody wants to watch the
movie for reality or blah. You dont watch movies for inspiration you would
rather read books and biographies. Yes its true that some people are getting
influenced and doing all shitty <ng>fuc</ng>kery but just think. Anyone who takes this
movie seriouslyis already a chutiya. And you dont go to theatre in india for
some reality shit and if u really seek reality and logical scripts and
characters without plotholes and all then you wouldnt be watching kabir singh.
So I think you just made this for views,  
cause theres no need for this so called raw review. And one thing you acted
like u forgot the movie name like seriously you know the whole story and you
pronounced this overhyped mess wrongly? Oh common!!!😂",NAG
91,fuc,Yeah man **<ng>fuc</ng>k Bollywood** and become **mature** in real life!,NAG
92,fuc,"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
FEMALE YOU CAN EVEN <ng>fuc</ng>K A DOG",NAG
93,fuc,"​@Kanan kumar Das **IN ABSENCE OF STRICT LAW ANY ANTI-NATIONAL CAN INSTIGATE
PEOPLE TO INDULGE IN VIOLENCE AND DISRUPT GOVERNANCE AND PUT TO THREAT
NATIONAL SECURITY....LOOK WHAT SHE IS OPENLY SAYING.....SHE IS SAYING THAT,
""KYA HUM INKO 4 SAAL KATNE DENGE""...IMPLORING PEOPLE TO TOPPLE AN ELECTED
GOVERNMENT.....WHY SUCH BASTARDS CANNOT BE BEHIND THE BARS AND BE PUNISHED SO
THAT ANYONE CANNOT INSTIGATE MASSES TO TAKE LAW IN THEIR HANDS......WHY THE
COURTS ARE NOT TAKING ANY SUO MOTO ACTION...WHY POLICE IS SO SOFT... WHY PIL
IS NOT BEING FILED....WHAY IS ARMY SOFT ON THESE INTERNAL ENEMIES......WHY
POLITICIANS IN THE GOVERNMENT ARE SOFT......WHAT THE <ng>fuc</ng>K IS
HAPPENING.....??????**",NAG
94,fuc,<ng>fuc</ng>k yourself Feminism,NAG
95,fuc,"Stop <ng>fuc</ng>king to give knowledge on everything on Television debaters out there
everybody. New India knows how to handle such person now. Just wait and watch",NAG
96,fuc,"I was EAGERLY waiting for a review of KABIR SINGH like this. The TRUE fact
nobody is talking about. Every <ng>fuc</ng>king reviewer and critique are praising the
movie which was really weird for me. I think they are all sold out. They just
don't want hate since all the viewers are chutiya and they are going ham on
any video who give negative review on movie. BUT YOU ARE HONEST.",NAG
97,fuc,Right bro ...<ng>fuc</ng>k bollywood,NAG
98,fuc,"@Shashank Singh I agree with you 1 -he loves turly so he kissed her infront of
family members in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a clever desion !  
3 - she slapped so right reason lefting her in someone else arms for night
pleasure ..he could not get any information how she is ..& where is she !  
4 - one of the looser act when Kabir slapped her she can't talk her family for
own marriage again here Kabir is moron didn't send their family to convey if
his family not agreed with this relationship so they both leave their home &
got court marriage simple ! <ng>fuc</ng>king film !",NAG
99,fuc,"Why the <ng>fuc</ng>k she is not in the Jail yet? Talking against sovereignty of India
in public is a punishable offence under law.",NAG
